Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ALG8	gene	ALG8	Expert Review Green;Expert Review	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	cystic liver disease;cystic kidney disease;Polycystic liver disease 3 with or without kidney cysts, 617874				30135240;28375157;15235028		False	3	100;0;0	18.1	False		ENSG00000159063	ENSG00000159063	HGNC:23161													
ALG9	gene	ALG9	Expert Review Green;Expert Review	Renal superpanel - broad		Renal and urinary tract disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	cystic liver disease;cystic kidney disease;Gillessen-Kaesbach-Nishimura syndrome, 263210				31395617;28932688		False	3	100;0;0	18.1	False		ENSG00000086848	ENSG00000086848	HGNC:15672													
ALMS1	gene	ALMS1	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Alstrom Syndrome;Bardet-Biedl Syndrome;203800;Alstrom syndrome				22773737		False	3	0;100;0	18.1	False		ENSG00000116127	ENSG00000116127	HGNC:428													
ALMS1	gene	ALMS1	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Eligibility statement prior genetic testing;UKGTN;Expert list	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl Syndrome;Alstrom syndrome, OMIM:203800				22773737		False	3	0;0;100	18.1	False		ENSG00000116127	ENSG00000116127	HGNC:428													
AMN	gene	AMN	Expert Review Green;NHS GMS;Expert;Radboud University Medical Center, Nijmegen	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Megaloblastic anemia-1, Norwegian type, OMIM:261100				12590260;26040326		False	3	33;33;33	18.1	True		ENSG00000166126	ENSG00000166126	HGNC:14604													
AMN	gene	AMN	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Megaloblastic anemia-1, Norwegian type	261100"				12590260		False	3	0;0;0	18.1	False		ENSG00000166126	ENSG00000166126	HGNC:14604													
AMN	gene	AMN	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Megaloblastic anemia-1, Norwegian type 261100				12590260		False	3	0;100;0	18.1	False		ENSG00000166126	ENSG00000166126	HGNC:14604													
ANKS6	gene	ANKS6	Expert Review Green;Expert	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Nephronophthisis 16, OMIM:615382				34740236		False	3	100;0;0	18.1	True		ENSG00000165138	ENSG00000165138	HGNC:26724													
ANKS6	gene	ANKS6	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 16 615382;Ciliopathy genes associated with cystic kidney disease						False	3	50;50;0	18.1	False		ENSG00000165138	ENSG00000165138	HGNC:26724													
ANKS6	gene	ANKS6	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN;Expert	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Nephronophthisis 16	615382"						False	3	0;0;0	18.1	False		ENSG00000165138	ENSG00000165138	HGNC:26724													
ANKS6	gene	ANKS6	NHS GMS;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephronopthisis 16 MIM 615382				2379302		False	3	100;0;0	18.1	False		ENSG00000165138	ENSG00000165138	HGNC:26724													
ANKS6	gene	ANKS6	Orphanet;Expert Review Green;Expert list;Radboud University Medical Center, Nijmegen;UKGTN	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel;Nephronophthisis 16, OMIM:615382				23793029;34740236		False	3	100;0;0	18.1	False		ENSG00000165138	ENSG00000165138	HGNC:26724													
ANOS1	gene	ANOS1	Expert Review Green;Expert Review	Renal superpanel - broad		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Kallman syndrome;Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1)						False	3	100;0;0	18.1	False		ENSG00000011201	ENSG00000011201	HGNC:6211													
ANOS1	gene	ANOS1	Expert Review Green;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1);Kallman syndrome				9719154;11531922		False	3	50;25;25	18.1	False		ENSG00000011201	ENSG00000011201	HGNC:6211													
AP2S1	gene	AP2S1	Expert Review Green;NHS GMS	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Familial hypocalciuric hypercalcemia type III 600740				23222959		False	3	100;0;0	18.1	False		ENSG00000042753	ENSG00000042753	HGNC:565													
APOA1	gene	APOA1	NHS GMS;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amyloidosis, 3 or more types OMIM:105200;familial visceral amyloidosis MONDO:0007099				27240838;21820994;16925563;32022753		False	3	100;0;0	18.1	False		ENSG00000118137	ENSG00000118137	HGNC:600													
APOA2	gene	APOA2	NHS GMS;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted					29270531;11703582;12787390;11401442		False	3	100;0;0	18.1	False		ENSG00000158874	ENSG00000158874	HGNC:601													
APOC2	gene	APOC2	NHS GMS;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted					30197986;27297947		False	3	100;0;0	18.1	False		ENSG00000234906	ENSG00000234906	HGNC:609													
APOE	gene	APOE	Expert Review Green;Literature	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lipoprotein glomerulopathy, OMIM:611771				10432380;9176854;18077821;31092271		False	3	100;0;0	18.1	False		ENSG00000130203	ENSG00000130203	HGNC:613													
APRT	gene	APRT	Expert Review Green;Expert	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Adenine phosphoribosyltransferase deficiency	614723"						False	3	0;0;0	18.1	False		ENSG00000198931	ENSG00000198931	HGNC:626													
AQP2	gene	AQP2	NHS GMS;Expert Review Green;Other	Renal superpanel - broad		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Diabetes insipidus, nephrogenic, 125800;Nephrogenic diabetes insipidus				8140421;7524315;9048343;9649557;9302264;9745427;11929850;12050236;15509592		False	3	100;0;0	18.1	False		ENSG00000167580	ENSG00000167580	HGNC:634													
ARHGDIA	gene	ARHGDIA	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 8 615244						False	3	0;100;0	18.1	False		ENSG00000141522	ENSG00000141522	HGNC:678													
ARHGDIA	gene	ARHGDIA	Expert Review Green;Emory Genetics Laboratory;Eligibility statement prior genetic testing	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Nephrotic syndrome, type 8	615244"						False	3	0;0;0	18.1	False		ENSG00000141522	ENSG00000141522	HGNC:678													
ARHGDIA	gene	ARHGDIA	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 8 #615224				23434736;23867502;30295827		False	3	0;100;0	18.1	True		ENSG00000141522	ENSG00000141522	HGNC:678													
ARL13B	gene	ARL13B	Expert Review Green;Expert list;Other	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 8				18674751;25138100		False	3	100;0;0	18.1	False		ENSG00000169379	ENSG00000169379	HGNC:25419													
ARL13B	gene	ARL13B	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Joubert syndrome type 8 612291				18674751, 25138100		False	3	0;50;50	18.1	False		ENSG00000169379	ENSG00000169379	HGNC:25419													
ARL6	gene	ARL6	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardel-Biedl syndrome type 3 600151				15258860		False	3	50;50;0	18.1	False		ENSG00000113966	ENSG00000113966	HGNC:13210													
ARL6	gene	ARL6	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	{Bardet Biedl syndrome 1, modifier of};Bardet-Biedl Syndrome;268000;Bardet Biedl syndrome 3				15258860;21282186		False	3	100;0;0	18.1	False		ENSG00000113966	ENSG00000113966	HGNC:13210													
ARMC9	gene	ARMC9	Expert Review Green;NHS GMS	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 30, 617622				28625504		False	3	50;50;0	18.1	False		ENSG00000135931	ENSG00000135931	HGNC:20730													
ATP1A1	gene	ATP1A1	Expert Review Green;NHS GMS	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypomagnesemia, seizures, and mental retardation 2 618314;Charcot-Marie-Tooth disease, axonal, type 2DD, 618036				30388404		False	3	100;0;0	18.1	False		ENSG00000163399	ENSG00000163399	HGNC:799													
ATP6V0A4	gene	ATP6V0A4	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;UKGTN	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Distal renal tubular acidosis 3, with or without sensorineural hearing loss, OMIM:602722				27274828;32123165;23729491;25572248;26208211;26571219;27247958;28233610;29202719;29725771;30230413;30256676;31348261;31929293;32613277;33881640;34159584		False	3	100;0;0	18.1	True		ENSG00000105929	ENSG00000105929	HGNC:866													
ATP6V0A4	gene	ATP6V0A4	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;Expert	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Distal renal tubular acidosis 3, with or without sensorineural hearing loss, OMIM:602722				27274828;32123165;23729491;25572248;26208211;26571219;27247958;28233610;29202719;29725771;30230413;30256676;31348261;31929293;32613277;33881640;34159584		False	3	100;0;0	18.1	True		ENSG00000105929	ENSG00000105929	HGNC:866													
ATP6V1B1	gene	ATP6V1B1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;Expert;UKGTN;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Renal tubular acidosis with deafness, 267300;Distal Renal Tubular Acidosis with Progressive Nerve Deafness;Distal renal tubular acidosis						False	3	100;0;0	18.1	True		ENSG00000116039	ENSG00000116039	HGNC:853													
ATP6V1B1	gene	ATP6V1B1	Expert Review Green;Eligibility statement prior genetic testing;Expert	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	distal renal tubular acidosis;Renal tubular acidosis with deafness 267300						False	3	0;0;0	18.1	True		ENSG00000116039	ENSG00000116039	HGNC:853													
AVPR2	gene	AVPR2	NHS GMS;Expert Review Green;Other	Renal superpanel - broad		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Diabetes insipidus, nephrogenic, OMIM:304800;Nephrogenic syndrome of inappropriate antidiuresis, OMIM:300539				18726898;27565746;27117808;26974133;26828532		False	3	100;0;0	18.1	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000126895	ENSG00000126895	HGNC:897													
B9D2	gene	B9D2	Expert Review Green;NHS GMS	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 34, OMIM:614175;Meckel syndrome 10, OMIM:614175;Meckel syndrome, type 10, MONDO:0013609				21763481;26092869		False	3	50;50;0	18.1	False		ENSG00000123810	ENSG00000123810	HGNC:28636													
B9D2	gene	B9D2	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 34, OMIM:614175;Meckel syndrome 10, OMIM:614175;Meckel syndrome, type 10, MONDO:0013609				26092869;21763481;31411728		False	3	0;0;100	18.1	False		ENSG00000123810	ENSG00000123810	HGNC:28636													
BBS1	gene	BBS1	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 1 OMIM:209900;Bardet-Biedl syndrome 1 MONDO:0008854				23143442;12118255		False	3	100;0;0	18.1	False		ENSG00000174483	ENSG00000174483	HGNC:966													
BBS1	gene	BBS1	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 1 OMIM:209900;Bardet-Biedl syndrome 1 MONDO:0008854				12524598		False	3	50;50;0	18.1	False		ENSG00000174483	ENSG00000174483	HGNC:966													
BBS10	gene	BBS10	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 10 615987				16582908		False	3	50;50;0	18.1	False		ENSG00000179941	ENSG00000179941	HGNC:26291													
BBS10	gene	BBS10	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 10				16582908		False	3	100;0;0	18.1	False		ENSG00000179941	ENSG00000179941	HGNC:26291													
BBS12	gene	BBS12	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 12				17160889		False	3	100;0;0	18.1	False		ENSG00000181004	ENSG00000181004	HGNC:26648													
BBS12	gene	BBS12	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 12 615989				17160889		False	3	50;50;0	18.1	False		ENSG00000181004	ENSG00000181004	HGNC:26648													
BBS2	gene	BBS2	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 2				11285252		False	3	100;0;0	18.1	False		ENSG00000125124	ENSG00000125124	HGNC:967													
BBS2	gene	BBS2	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 2 615981				18203199		False	3	50;50;0	18.1	False		ENSG00000125124	ENSG00000125124	HGNC:967													
BBS4	gene	BBS4	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 4				11381270;22353939		False	3	100;0;0	18.1	False		ENSG00000140463	ENSG00000140463	HGNC:969													
BBS4	gene	BBS4	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 4 615982				11381270		False	3	50;50;0	18.1	False		ENSG00000140463	ENSG00000140463	HGNC:969													
BBS5	gene	BBS5	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 5				15137946		False	3	100;0;0	18.1	False		ENSG00000163093	ENSG00000163093	HGNC:970													
BBS5	gene	BBS5	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 5 615983				18203199		False	3	50;50;0	18.1	False		ENSG00000163093	ENSG00000163093	HGNC:970													
BBS7	gene	BBS7	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 7				12567324		False	3	100;0;0	18.1	False		ENSG00000138686	ENSG00000138686	HGNC:18758													
BBS7	gene	BBS7	Expert Review Green;NHS GMS	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 7				12567324		False	3	50;50;0	18.1	False		ENSG00000138686	ENSG00000138686	HGNC:18758													
BBS9	gene	BBS9	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 9				16380913		False	3	100;0;0	18.1	False		ENSG00000122507	ENSG00000122507	HGNC:30000													
BBS9	gene	BBS9	Expert Review Green	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Bardet-Biedl syndrome 9 615986				16380913		False	3	50;50;0	18.1	False		ENSG00000122507	ENSG00000122507	HGNC:30000													
BNC2	gene	BNC2	Expert Review Green;Other	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Posterior urethral valves;PUV;Congenital lower urinary-tract obstruction;Lower urinary tract obstruction, congenital, 618612				31051115		False	3	50;0;50	18.1	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000173068	ENSG00000173068	HGNC:30988													
BNC2	gene	BNC2	Expert Review Green;Other;Other	Renal superpanel - broad		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Posterior urethral valves;PUV;Congenital lower urinary-tract obstruction;Lower urinary tract obstruction, congenital, 618612				31051115		False	3	33;33;33	18.1	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000173068	ENSG00000173068	HGNC:30988													
BSND	gene	BSND	Expert Review Green;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Renal superpanel - broad		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bartter Syndrome;Bartter syndrome, type 4a, 602522;Sensorineural deafness with mild renal dysfunction, 602522						False	3	100;0;0	18.1	True		ENSG00000162399	ENSG00000162399	HGNC:16512													
